date,RRI
2018-03-05,
2018-03-06,
2018-03-07,
2018-03-08,0.858283068140846
2018-03-09,1.6856168275063743
2018-03-10,3.6435435809283145
2018-03-11,4.4209887735531215
2018-03-12,0.8430056525848606
2018-03-13,0.9795962293938676
2018-03-14,1.873650191453573
2018-03-15,2.3837208954185654
2018-03-16,3.3001967684804745
2018-03-17,-4.21942380884656
2018-03-18,4.490087098371029
2018-03-19,2.087654612854447
2018-03-20,2.4452543354550746
2018-03-21,1.388906981471476
2018-03-22,1.5148050652656742
2018-03-23,1.7698359053378687
2018-03-24,1.2050584234231643
2018-03-25,3.6482479654750244
2018-03-26,2.0382484314961005
2018-03-27,2.057916906513997
2018-03-28,0.8435049367255709
2018-03-29,1.6443864021379306
2018-03-30,1.8078136105812947
2018-03-31,3.1336577234933927
2018-04-01,4.172551285085695
2018-04-02,0.5942165186985104
2018-04-03,1.2257480226383122
2018-04-04,0.6282979403461386
2018-04-05,1.1508520566828162
2018-04-06,1.396036825025232
2018-04-07,3.2813487994400603
2018-04-08,4.238308978423852
2018-04-09,1.768008927055591
2018-04-10,0.7162138106223093
2018-04-11,0.5315954501429654
2018-04-12,0.23200257704319438
2018-04-13,1.354718488302058
2018-04-14,4.261912050100251
2018-04-15,4.70845890352074
2018-04-16,1.0100372265721602
2018-04-17,0.4447435472155792
2018-04-18,1.0207342278615683
2018-04-19,1.002281867188849
2018-04-20,1.4092235282347565
2018-04-21,3.7493888520234253
2018-04-22,3.872949388165312
2018-04-23,1.308408364526319
2018-04-24,1.162276024523139
2018-04-25,1.0639866143888088
2018-04-26,0.8051846098838333
2018-04-27,1.4997722236068212
2018-04-28,3.581653987198281
2018-04-29,3.996376930206452
2018-04-30,0.6828311642665086
2018-05-01,0.7047853345073907
2018-05-02,0.8913287136987769
2018-05-03,1.6433314658811682
2018-05-04,2.0117679535552666
2018-05-05,3.1916792176152975
2018-05-06,4.54793276978347
2018-05-07,0.8219069274496205
2018-05-08,-0.322370934159788
2018-05-09,0.7562968728332531
2018-05-10,1.2000824153317047
2018-05-11,1.954098104852282
2018-05-12,3.2992827158050106
2018-05-13,3.4342717280618174
2018-05-14,1.8066899231368627
2018-05-15,1.6772607405324091
2018-05-16,1.1147993774228426
2018-05-17,1.5383653083333593
2018-05-18,0.941710943779771
2018-05-19,2.501926728402469
2018-05-20,3.7929500553608655
2018-05-21,2.3452348822138127
2018-05-22,1.0891337773876453
2018-05-23,0.9185812336651267
2018-05-24,1.9095270480040882
2018-05-25,1.0895778424358982
2018-05-26,0.7329744485222123
2018-05-27,0.7308217473999712
2018-05-28,7.330511986251666
2018-05-29,1.585305463484662
2018-05-30,1.4878951668976337
2018-05-31,-0.023819465221566194
2018-06-01,0.3590344846282778
2018-06-02,3.4918085826640577
2018-06-03,3.7293022345362314
2018-06-04,1.4392204603647973
2018-06-05,1.4457022321731705
2018-06-06,1.0762942040510315
2018-06-07,0.33433139394910105
2018-06-08,1.6275953333844728
2018-06-09,3.1197677294460266
2018-06-10,4.104156251105629
2018-06-11,1.2510901612422565
2018-06-12,1.5051303079707579
2018-06-13,0.9723829827599817
2018-06-14,1.2797301027172292
2018-06-15,0.8905465353268194
2018-06-16,2.9769996893642503
2018-06-17,4.144771296990964
2018-06-18,0.9650266129503204
2018-06-19,1.2500115565438363
2018-06-20,0.6282979403461408
2018-06-21,2.6279386388589474
2018-06-22,2.1084704437584403
2018-06-23,3.5507091903332655
2018-06-24,0.8902929448804786
2018-06-25,1.2136399241272078
2018-06-26,2.29896984118409
2018-06-27,1.4645107465394147
2018-06-28,0.2887933121988806
2018-06-29,1.4473770561876453
2018-06-30,3.1000755859864704
2018-07-01,2.868474249018514
2018-07-02,-0.15021683315647572
2018-07-03,0.6583681392098661
2018-07-04,6.8362461659710405
2018-07-05,1.6563423463812321
2018-07-06,0.4705060824261198
2018-07-07,2.2462805088471693
2018-07-08,3.685698202590071
2018-07-09,0.6995343216652405
2018-07-10,1.4275924930987571
2018-07-11,0.5708039143526167
2018-07-12,0.8974915323504995
2018-07-13,0.9374911987527246
2018-07-14,4.120902237113078
2018-07-15,3.82178497971236
2018-07-16,1.2482769978908925
2018-07-17,1.344955819652408
2018-07-18,1.5578726052628389
2018-07-19,1.3584986765554519
2018-07-20,0.82426137386028
2018-07-21,2.5355088659093896
2018-07-22,3.482622973163404
2018-07-23,1.275177872438319
2018-07-24,1.664249860032344
