date,RRI
2018-03-05,
2018-03-06,
2018-03-07,
2018-03-08,0.44036423766649624
2018-03-09,0.5942334949419847
2018-03-10,0.8292950564597001
2018-03-11,2.9359077422171396
2018-03-12,0.8025631318043125
2018-03-13,1.1420635575791072
2018-03-14,0.3794369230723571
2018-03-15,0.5301416502370038
2018-03-16,0.5495391120605664
2018-03-17,0.5996047931299653
2018-03-18,2.473418041096358
2018-03-19,0.7675849191145045
2018-03-20,0.9776659579370128
2018-03-21,0.5659873907513258
2018-03-22,0.4500804078581089
2018-03-23,0.7889455455819139
2018-03-24,1.901182951998459
2018-03-25,1.7575306213783015
2018-03-26,1.0617905525165494
2018-03-27,0.5478225886600485
2018-03-28,0.5298432376385298
2018-03-29,0.25886617848716376
2018-03-30,0.7384214605855233
2018-03-31,1.3955534552269122
2018-04-01,4.473783160145665
2018-04-02,0.548776766399377
2018-04-03,0.7573032179912265
2018-04-04,0.14702613208897097
2018-04-05,0.12206250218925074
2018-04-06,-0.2794445286878666
2018-04-07,1.5793833952522318
2018-04-08,2.54687228774495
2018-04-09,1.189266705430514
2018-04-10,0.9329715750555923
2018-04-11,-0.29292205418727235
2018-04-12,-0.2879598798968219
2018-04-13,1.2339461403577934
2018-04-14,2.164685487595005
2018-04-15,3.513436898406621
2018-04-16,0.44267618790696406
2018-04-17,0.01731969619797158
2018-04-18,0.8772934836906132
2018-04-19,0.4306480674748858
2018-04-20,0.38514151241846983
2018-04-21,1.3034441618104164
2018-04-22,2.7443048660385303
2018-04-23,0.691798791619922
2018-04-24,0.9073208857497328
2018-04-25,0.9997172281049382
2018-04-26,0.16403635741701894
2018-04-27,0.5573120482138549
2018-04-28,1.2280466811235025
2018-04-29,2.0532908420110028
2018-04-30,0.9242095826033081
2018-05-01,0.1708351852254597
2018-05-02,0.9196559857260467
2018-05-03,1.4461821759022875
2018-05-04,0.6066701927872509
2018-05-05,0.4736832274466585
2018-05-06,2.59506449189535
2018-05-07,1.0186507568657888
2018-05-08,0.6325475927309143
2018-05-09,0.4859261483724364
2018-05-10,0.26897099548644277
2018-05-11,-0.14885920131258557
2018-05-12,2.539729656991272
2018-05-13,2.805711061649523
2018-05-14,1.3878652241470857
2018-05-15,0.45338141439756674
2018-05-16,0.028877502558954937
2018-05-17,0.22388796579735581
2018-05-18,0.5542028737525395
2018-05-19,1.6975320247822479
2018-05-20,3.0490039632475154
2018-05-21,1.4990182111391404
2018-05-22,0.07561671734765074
2018-05-23,-0.041467569628323986
2018-05-24,0.2592548252948279
2018-05-25,-0.14108626515929368
2018-05-26,0.7154215418139964
2018-05-27,0.9720754230882978
2018-05-28,6.394802047289158
2018-05-29,0.3624380614040701
2018-05-30,0.13536672785903647
2018-05-31,-0.9253406444666457
2018-06-01,-0.195496818232328
2018-06-02,1.9225585264200062
2018-06-03,3.015580337788365
2018-06-04,1.2976991647689173
2018-06-05,0.49613256324066657
2018-06-06,-0.10559429289296984
2018-06-07,0.38750827182412295
2018-06-08,0.48463509518059
2018-06-09,1.2257148002775164
2018-06-10,2.4979027899792228
2018-06-11,0.6824712682359724
2018-06-12,1.2959676934142583
2018-06-13,0.37827098264936576
2018-06-14,0.2938443911769739
2018-06-15,0.6684650352059096
2018-06-16,2.082681011177794
2018-06-17,2.8103748233414985
2018-06-18,0.6848031490819628
2018-06-19,-0.5314495962243382
2018-06-20,0.3969260294172616
2018-06-21,2.031872915052725
2018-06-22,1.820025526315897
2018-06-23,1.0566534389434468
2018-06-24,-0.8662239771649038
2018-06-25,1.2176379223900247
2018-06-26,1.8097587731467601
2018-06-27,1.0720055343305401
2018-06-28,0.40111091009238153
2018-06-29,0.5297181248696747
2018-06-30,1.37650976165135
2018-07-01,1.1912722226110872
2018-07-02,0.12592903966037738
2018-07-03,-0.4599385836140635
2018-07-04,5.548050818202871
2018-07-05,1.3843873334836265
2018-07-06,-0.2736148265728988
2018-07-07,0.8246312947677248
2018-07-08,1.364608698829467
2018-07-09,1.098323352437015
2018-07-10,0.4739796952037867
2018-07-11,0.39070768049462745
2018-07-12,0.7563340922977557
2018-07-13,0.46131628672071656
2018-07-14,1.4002172169188876
2018-07-15,2.3152387903768945
2018-07-16,1.1243626885505376
2018-07-17,0.6204995416933134
2018-07-18,1.0086561046812215
2018-07-19,0.055992544886285245
2018-07-20,0.9374086261097592
2018-07-21,0.8984741882239855
2018-07-22,2.638204287546113
